device_id,os_type,control_name,expected,found
IOS-49229,iOS,Enforce TLS 1.2 or Higher,Enforced,Non-compliant
IOS-49229,iOS,Disable Microphone Access,Disabled (if not needed),Non-compliant
IOS-49229,iOS,Disable Jailbreak Detection Bypass,Enforced,Non-compliant
IOS-49229,iOS,Enforce App Update Policy,Required,Non-compliant
IOS-54338,iOS,Disable Screen Recording,Disabled,Non-compliant
IOS-67430,iOS,Enable Encryption for Data at Rest,Enabled,Non-compliant
IOS-67430,iOS,Disable iCloud Backup,Disabled (recommended),Non-compliant
IOS-67430,iOS,"Enable Managed Browser (e.g., Edge or Chrome)",Required,Non-compliant
IOS-67430,iOS,Disable Camera Access,Disabled (if not needed),Non-compliant
IOS-67430,iOS,"Disable External Media (e.g., USB drives)",Disabled,Non-compliant
IOS-78220,iOS,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
IOS-78220,iOS,Disable Background App Refresh,Disabled or Limited,Non-compliant
IOS-78220,iOS,Disable Jailbreak Detection Bypass,Enforced,Non-compliant
CHR-96337,Chrome,Enable Google Safe Browsing,Enabled,Non-compliant
CHR-96337,Chrome,Disable Password Manager,Disabled,Non-compliant
CHR-96337,Chrome,Disable Autofill for Forms,Disabled,Non-compliant
CHR-96337,Chrome,Block Installation of Unapproved Extensions,Block All / Whitelist Specific,Non-compliant
CHR-96337,Chrome,Disable Background Apps after Browser Close,Disabled,Non-compliant
CHR-96337,Chrome,Disable Password Reveal Button,Disabled,Non-compliant
CHR-96337,Chrome,Disable Sync Features,Disabled,Non-compliant
CHR-96337,Chrome,Disable Sending Browser Data to Google,Disabled,Non-compliant
CHR-96337,Chrome,Disable Media Autoplay,Disabled,Non-compliant
CHR-96337,Chrome,Disable Autofill Credit Card Save,Disabled,Non-compliant
CHR-80357,Chrome,Disable Autofill for Forms,Disabled,Non-compliant
CHR-80357,Chrome,Disable Desktop Notifications,Disabled,Non-compliant
CHR-80357,Chrome,Disable Sync Features,Disabled,Non-compliant
CHR-80357,Chrome,Block Pop-ups,Blocked,Non-compliant
CHR-80357,Chrome,Disable Location Access,Blocked,Non-compliant
CHR-80357,Chrome,Disable Camera Access,Blocked,Non-compliant
CHR-80357,Chrome,Disable Mixed Content Loading,Blocked,Non-compliant
CHR-67338,Chrome,Disable QUIC Protocol,Disabled,Non-compliant
CHR-67338,Chrome,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
CHR-67338,Chrome,Disable Autofill Credit Card Save,Disabled,Non-compliant
CHR-87028,Chrome,Disable Autofill Address Profile,Disabled,Non-compliant
CHR-87028,Chrome,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
CHR-87028,Chrome,Disable Password Reveal Button,Disabled,Non-compliant
CHR-87028,Chrome,Block Pop-ups,Blocked,Non-compliant
CHR-87028,Chrome,Disable Media Autoplay,Disabled,Non-compliant
CHR-87028,Chrome,Disable Flash Player,Disabled,Non-compliant
CHR-87028,Chrome,Enable Strict Site Isolation,Enabled,Non-compliant
CHR-19407,Chrome,Disable Autofill for Forms,Disabled,Non-compliant
CHR-19407,Chrome,Disable Autofill for Payment Methods,Disabled,Non-compliant
CHR-19407,Chrome,Disable QUIC Protocol,Disabled,Non-compliant
CHR-19407,Chrome,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
CHR-19407,Chrome,Block Third-party Cookies,Blocked,Non-compliant
CHR-19407,Chrome,Disable Location Access,Blocked,Non-compliant
CHR-19407,Chrome,Disable Clipboard Read/Write Access,Disabled (Recommended),Non-compliant
CHR-47646,Chrome,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
CHR-47646,Chrome,Disable Automatic Profile Switching,Disabled,Non-compliant
CHR-47646,Chrome,Disable Clipboard Read/Write Access,Disabled (Recommended),Non-compliant
CHR-47646,Chrome,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
CHR-87927,Chrome,Disable Autofill for Payment Methods,Disabled,Non-compliant
CHR-87927,Chrome,Disable QUIC Protocol,Disabled,Non-compliant
CHR-87927,Chrome,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
CHR-87927,Chrome,Disable Clipboard Read/Write Access,Disabled (Recommended),Non-compliant
CHR-24042,Chrome,Disable Password Manager,Disabled,Non-compliant
CHR-24042,Chrome,Disable Autofill for Forms,Disabled,Non-compliant
CHR-24042,Chrome,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
CHR-90706,Chrome,Disable Autofill Address Profile,Disabled,Non-compliant
CHR-90706,Chrome,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
CHR-90706,Chrome,Block Third-party Cookies,Blocked,Non-compliant
CHR-90706,Chrome,Disable Clipboard Read/Write Access,Disabled (Recommended),Non-compliant
CHR-92175,Chrome,Enable Google Safe Browsing,Enabled,Non-compliant
CHR-92175,Chrome,Disable Autofill for Forms,Disabled,Non-compliant
CHR-92175,Chrome,Block Installation of Unapproved Extensions,Block All / Whitelist Specific,Non-compliant
CHR-92175,Chrome,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
CHR-92175,Chrome,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
CHR-92175,Chrome,Disable Mixed Content Loading,Blocked,Non-compliant
CHR-54295,Chrome,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
CHR-54295,Chrome,Disable Autofill Credit Card Save,Disabled,Non-compliant
CHR-14948,Chrome,Enable Google Safe Browsing,Enabled,Non-compliant
CHR-14948,Chrome,Disable Form Data Saving,Disabled,Non-compliant
CHR-14948,Chrome,Disable Media Autoplay,Disabled,Non-compliant
CHR-71221,Chrome,Disable Password Reveal Button,Disabled,Non-compliant
CHR-71221,Chrome,Enable Site Isolation Mode,Enabled,Non-compliant
CHR-71221,Chrome,Block Pop-ups,Blocked,Non-compliant
CHR-71221,Chrome,Disable Flash Player,Disabled,Non-compliant
CHR-90563,Chrome,Block Installation of Unapproved Extensions,Block All / Whitelist Specific,Non-compliant
CHR-90563,Chrome,Disable QUIC Protocol,Disabled,Non-compliant
CHR-90563,Chrome,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
CHR-90563,Chrome,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
CHR-90563,Chrome,Disable Automatic Profile Switching,Disabled,Non-compliant
CHR-90563,Chrome,Disable Media Autoplay,Disabled,Non-compliant
CHR-90563,Chrome,Disable Camera Access,Blocked,Non-compliant
CHR-90563,Chrome,Enable Strict Site Isolation,Enabled,Non-compliant
CHR-85125,Chrome,Disable Autofill for Forms,Disabled,Non-compliant
CHR-85125,Chrome,Disable Autofill for Payment Methods,Disabled,Non-compliant
CHR-85125,Chrome,Disable Background Apps after Browser Close,Disabled,Non-compliant
CHR-85125,Chrome,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
CHR-85125,Chrome,Disable Microphone Access,Blocked,Non-compliant
CHR-85125,Chrome,Enable Strict Site Isolation,Enabled,Non-compliant
CHR-25305,Chrome,Disable Autofill for Payment Methods,Disabled,Non-compliant
CHR-25305,Chrome,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
CHR-25305,Chrome,Disable Sending Browser Data to Google,Disabled,Non-compliant
CHR-25305,Chrome,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
CHR-25305,Chrome,Block Third-party Cookies,Blocked,Non-compliant
CHR-25305,Chrome,Disable Microphone Access,Blocked,Non-compliant
CHR-25305,Chrome,Disable Clipboard Read/Write Access,Disabled (Recommended),Non-compliant
CHR-92720,Chrome,Disable Background Apps after Browser Close,Disabled,Non-compliant
CHR-92720,Chrome,Disable Desktop Notifications,Disabled,Non-compliant
CHR-92720,Chrome,Disable QUIC Protocol,Disabled,Non-compliant
CHR-92720,Chrome,Disable Media Autoplay,Disabled,Non-compliant
CHR-92720,Chrome,Disable Location Access,Blocked,Non-compliant
CHR-92720,Chrome,Disable Clipboard Read/Write Access,Disabled (Recommended),Non-compliant
CHR-78899,Chrome,Enable Site Isolation Mode,Enabled,Non-compliant
CHR-78899,Chrome,Disable Automatic Profile Switching,Disabled,Non-compliant
CHR-78899,Chrome,Enable Tracking Protection,Enabled,Non-compliant
CHR-78899,Chrome,Disable Autofill Credit Card Save,Disabled,Non-compliant
CHR-96330,Chrome,Block Pop-ups,Blocked,Non-compliant
CHR-96330,Chrome,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
CHR-96330,Chrome,Disable Camera Access,Blocked,Non-compliant
CHR-96330,Chrome,Disable Microphone Access,Blocked,Non-compliant
CHR-50973,Chrome,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
CHR-71017,Chrome,Disable QUIC Protocol,Disabled,Non-compliant
CHR-71017,Chrome,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
CHR-71017,Chrome,Block Pop-ups,Blocked,Non-compliant
CHR-71017,Chrome,Disable Form Data Saving,Disabled,Non-compliant
CHR-71017,Chrome,Disable Flash Player,Disabled,Non-compliant
CHR-71017,Chrome,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
CHR-71017,Chrome,Disable Mixed Content Loading,Blocked,Non-compliant
CHR-49771,Chrome,Disable Autofill Address Profile,Disabled,Non-compliant
CHR-49771,Chrome,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
CHR-49771,Chrome,Block Third-party Cookies,Blocked,Non-compliant
CHR-92167,Chrome,Disable Autofill for Forms,Disabled,Non-compliant
CHR-92167,Chrome,Disable Background Apps after Browser Close,Disabled,Non-compliant
CHR-92167,Chrome,Disable Desktop Notifications,Disabled,Non-compliant
CHR-92167,Chrome,Disable QUIC Protocol,Disabled,Non-compliant
CHR-92167,Chrome,Disable Password Reveal Button,Disabled,Non-compliant
CHR-92167,Chrome,Disable Sync Features,Disabled,Non-compliant
CHR-92167,Chrome,Block Pop-ups,Blocked,Non-compliant
CHR-92167,Chrome,Block Third-party Cookies,Blocked,Non-compliant
CHR-92167,Chrome,Disable Location Access,Blocked,Non-compliant
CHR-69113,Chrome,Block Installation of Unapproved Extensions,Block All / Whitelist Specific,Non-compliant
CHR-69113,Chrome,Disable Desktop Notifications,Disabled,Non-compliant
CHR-69113,Chrome,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
CHR-69113,Chrome,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
CHR-69113,Chrome,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
CHR-69113,Chrome,Disable Automatic Profile Switching,Disabled,Non-compliant
CHR-69113,Chrome,Disable Form Data Saving,Disabled,Non-compliant
CHR-26622,Chrome,Disable Autofill for Forms,Disabled,Non-compliant
CHR-26622,Chrome,Disable QUIC Protocol,Disabled,Non-compliant
CHR-26622,Chrome,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
CHR-26622,Chrome,Disable Media Autoplay,Disabled,Non-compliant
CHR-26622,Chrome,Disable Location Access,Blocked,Non-compliant
CHR-26622,Chrome,Disable Microphone Access,Blocked,Non-compliant
CHR-26622,Chrome,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
CHR-70199,Chrome,Disable Autofill for Forms,Disabled,Non-compliant
CHR-70199,Chrome,Disable Sync Features,Disabled,Non-compliant
CHR-70199,Chrome,Disable Sending Browser Data to Google,Disabled,Non-compliant
CHR-70199,Chrome,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
CHR-31277,Chrome,Disable Password Reveal Button,Disabled,Non-compliant
CHR-31277,Chrome,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
CHR-31277,Chrome,Block Pop-ups,Blocked,Non-compliant
CHR-31277,Chrome,Disable Media Autoplay,Disabled,Non-compliant
CHR-31277,Chrome,Disable Microphone Access,Blocked,Non-compliant
CHR-31277,Chrome,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
CHR-75992,Chrome,Enable Google Safe Browsing,Enabled,Non-compliant
CHR-75992,Chrome,Disable Password Manager,Disabled,Non-compliant
CHR-75992,Chrome,Disable Autofill Address Profile,Disabled,Non-compliant
CHR-75992,Chrome,Disable Desktop Notifications,Disabled,Non-compliant
CHR-75992,Chrome,Disable QUIC Protocol,Disabled,Non-compliant
CHR-75992,Chrome,Disable Password Reveal Button,Disabled,Non-compliant
CHR-75992,Chrome,Enable Site Isolation Mode,Enabled,Non-compliant
CHR-29034,Chrome,Block Installation of Unapproved Extensions,Block All / Whitelist Specific,Non-compliant
CHR-29034,Chrome,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
CHR-29034,Chrome,Block Third-party Cookies,Blocked,Non-compliant
CHR-29034,Chrome,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
CHR-29034,Chrome,Disable Mixed Content Loading,Blocked,Non-compliant
CHR-15924,Chrome,Enable Google Safe Browsing,Enabled,Non-compliant
CHR-15924,Chrome,Enable Site Isolation Mode,Enabled,Non-compliant
CHR-54840,Chrome,Disable Password Manager,Disabled,Non-compliant
CHR-54840,Chrome,Disable Background Apps after Browser Close,Disabled,Non-compliant
CHR-54840,Chrome,Disable Automatic Profile Switching,Disabled,Non-compliant
CHR-54840,Chrome,Disable Media Autoplay,Disabled,Non-compliant
CHR-54840,Chrome,Disable Camera Access,Blocked,Non-compliant
CHR-54840,Chrome,Disable Microphone Access,Blocked,Non-compliant
CHR-15145,Chrome,Disable Sending Browser Data to Google,Disabled,Non-compliant
CHR-15145,Chrome,Disable Form Data Saving,Disabled,Non-compliant
CHR-15145,Chrome,Disable Autofill Credit Card Save,Disabled,Non-compliant
CHR-15145,Chrome,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
CHR-89231,Chrome,Block Installation of Unapproved Extensions,Block All / Whitelist Specific,Non-compliant
CHR-89231,Chrome,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
CHR-89231,Chrome,Disable Autofill Credit Card Save,Disabled,Non-compliant
CHR-89231,Chrome,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
CHR-89231,Chrome,Enable Strict Site Isolation,Enabled,Non-compliant
CHR-58045,Chrome,Disable Password Manager,Disabled,Non-compliant
CHR-58045,Chrome,Disable Form Data Saving,Disabled,Non-compliant
CHR-58045,Chrome,Disable Camera Access,Blocked,Non-compliant
CHR-89006,Chrome,Disable Background Apps after Browser Close,Disabled,Non-compliant
CHR-89006,Chrome,Disable Desktop Notifications,Disabled,Non-compliant
CHR-89006,Chrome,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
CHR-89006,Chrome,Disable Microphone Access,Blocked,Non-compliant
CHR-89006,Chrome,Enable Tracking Protection,Enabled,Non-compliant
CHR-89006,Chrome,Disable Clipboard Read/Write Access,Disabled (Recommended),Non-compliant
CHR-33231,Chrome,Enable Google Safe Browsing,Enabled,Non-compliant
CHR-33231,Chrome,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
CHR-33231,Chrome,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
CHR-33231,Chrome,Disable Media Autoplay,Disabled,Non-compliant
CHR-33231,Chrome,Disable Mixed Content Loading,Blocked,Non-compliant
CHR-51223,Chrome,Block Installation of Unapproved Extensions,Block All / Whitelist Specific,Non-compliant
CHR-51223,Chrome,Disable Password Reveal Button,Disabled,Non-compliant
CHR-51223,Chrome,Enable Site Isolation Mode,Enabled,Non-compliant
CHR-51223,Chrome,Disable Flash Player,Disabled,Non-compliant
CHR-51223,Chrome,Block URL Redirection to Unsecure Sites,Blocked (Recommended),Non-compliant
CHR-55845,Chrome,Enable Site Isolation Mode,Enabled,Non-compliant
CHR-55845,Chrome,Block URL Redirection to Unsecure Sites,Blocked (Recommended),Non-compliant
CHR-98971,Chrome,Enable Google Safe Browsing,Enabled,Non-compliant
CHR-98971,Chrome,Block Installation of Unapproved Extensions,Block All / Whitelist Specific,Non-compliant
CHR-98971,Chrome,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
CHR-57495,Chrome,Disable QUIC Protocol,Disabled,Non-compliant
CHR-57495,Chrome,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
CHR-57495,Chrome,Disable Sync Features,Disabled,Non-compliant
CHR-57495,Chrome,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
CHR-57495,Chrome,Block URL Redirection to Unsecure Sites,Blocked (Recommended),Non-compliant
CHR-55153,Chrome,Disable Autofill for Forms,Disabled,Non-compliant
CHR-55153,Chrome,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
CHR-55153,Chrome,Enable Site Isolation Mode,Enabled,Non-compliant
CHR-55153,Chrome,Disable Automatic Profile Switching,Disabled,Non-compliant
CHR-55153,Chrome,Disable Camera Access,Blocked,Non-compliant
CHR-55153,Chrome,Enable Tracking Protection,Enabled,Non-compliant
CHR-55153,Chrome,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
CHR-79058,Chrome,Disable Password Manager,Disabled,Non-compliant
CHR-79058,Chrome,Disable Password Reveal Button,Disabled,Non-compliant
CHR-79058,Chrome,Block Pop-ups,Blocked,Non-compliant
CHR-79058,Chrome,Disable Automatic Profile Switching,Disabled,Non-compliant
CHR-79058,Chrome,Block Third-party Cookies,Blocked,Non-compliant
CHR-17724,Chrome,Disable Autofill for Forms,Disabled,Non-compliant
CHR-17724,Chrome,Disable Background Apps after Browser Close,Disabled,Non-compliant
CHR-17724,Chrome,Disable QUIC Protocol,Disabled,Non-compliant
CHR-17724,Chrome,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
CHR-17724,Chrome,Enable Tracking Protection,Enabled,Non-compliant
CHR-17724,Chrome,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
CHR-34172,Chrome,Disable Autofill for Payment Methods,Disabled,Non-compliant
CHR-34172,Chrome,Disable Password Reveal Button,Disabled,Non-compliant
CHR-34172,Chrome,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
CHR-34172,Chrome,Block Pop-ups,Blocked,Non-compliant
CHR-10066,Chrome,Disable Autofill Address Profile,Disabled,Non-compliant
CHR-10066,Chrome,Disable QUIC Protocol,Disabled,Non-compliant
CHR-10066,Chrome,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
CHR-10066,Chrome,Block Pop-ups,Blocked,Non-compliant
CHR-10066,Chrome,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
CHR-23411,Chrome,Block Installation of Unapproved Extensions,Block All / Whitelist Specific,Non-compliant
CHR-23411,Chrome,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
CHR-23411,Chrome,Block Pop-ups,Blocked,Non-compliant
CHR-23411,Chrome,Disable Sending Browser Data to Google,Disabled,Non-compliant
CHR-23411,Chrome,Disable Flash Player,Disabled,Non-compliant
CHR-28649,Chrome,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
CHR-28649,Chrome,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
CHR-21803,Chrome,Disable Password Reveal Button,Disabled,Non-compliant
CHR-21803,Chrome,Enable Site Isolation Mode,Enabled,Non-compliant
CHR-21803,Chrome,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
CHR-21803,Chrome,Block Third-party Cookies,Blocked,Non-compliant
CHR-21803,Chrome,Disable Media Autoplay,Disabled,Non-compliant
CHR-21803,Chrome,Disable Microphone Access,Blocked,Non-compliant
CHR-21803,Chrome,Disable Clipboard Read/Write Access,Disabled (Recommended),Non-compliant
CHR-21803,Chrome,Disable Autofill Credit Card Save,Disabled,Non-compliant
CHR-47977,Chrome,Disable Desktop Notifications,Disabled,Non-compliant
CHR-47977,Chrome,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
CHR-48047,Chrome,Disable Autofill for Forms,Disabled,Non-compliant
CHR-48047,Chrome,Disable Desktop Notifications,Disabled,Non-compliant
CHR-48047,Chrome,Disable QUIC Protocol,Disabled,Non-compliant
CHR-48047,Chrome,Block Pop-ups,Blocked,Non-compliant
CHR-48047,Chrome,Enable Tracking Protection,Enabled,Non-compliant
CHR-19811,Chrome,Disable Password Manager,Disabled,Non-compliant
CHR-19811,Chrome,Disable Background Apps after Browser Close,Disabled,Non-compliant
CHR-19811,Chrome,Block Third-party Cookies,Blocked,Non-compliant
CHR-19811,Chrome,Disable Media Autoplay,Disabled,Non-compliant
CHR-19811,Chrome,Disable Camera Access,Blocked,Non-compliant
CHR-19811,Chrome,Enable Tracking Protection,Enabled,Non-compliant
CHR-19811,Chrome,Block URL Redirection to Unsecure Sites,Blocked (Recommended),Non-compliant
CHR-43822,Chrome,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
CHR-43822,Chrome,Disable Location Access,Blocked,Non-compliant
CHR-43822,Chrome,Disable Clipboard Read/Write Access,Disabled (Recommended),Non-compliant
CHR-43822,Chrome,Disable Autofill Credit Card Save,Disabled,Non-compliant
CHR-43822,Chrome,Disable Mixed Content Loading,Blocked,Non-compliant
CHR-85856,Chrome,Disable Autofill for Forms,Disabled,Non-compliant
CHR-85856,Chrome,Enable Site Isolation Mode,Enabled,Non-compliant
CHR-85856,Chrome,Block Third-party Cookies,Blocked,Non-compliant
CHR-85856,Chrome,Disable Media Autoplay,Disabled,Non-compliant
CHR-85856,Chrome,Enable Tracking Protection,Enabled,Non-compliant
CHR-98256,Chrome,Disable Flash Player,Disabled,Non-compliant
CHR-98256,Chrome,Disable Mixed Content Loading,Blocked,Non-compliant
CHR-22417,Chrome,Enable Google Safe Browsing,Enabled,Non-compliant
CHR-22417,Chrome,Disable Desktop Notifications,Disabled,Non-compliant
CHR-22417,Chrome,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
CHR-22417,Chrome,Disable Password Reveal Button,Disabled,Non-compliant
CHR-68873,Chrome,Enable Google Safe Browsing,Enabled,Non-compliant
CHR-68873,Chrome,Disable Autofill for Payment Methods,Disabled,Non-compliant
CHR-68873,Chrome,Disable Background Apps after Browser Close,Disabled,Non-compliant
CHR-68873,Chrome,Block URL Redirection to Unsecure Sites,Blocked (Recommended),Non-compliant
CHR-41950,Chrome,Disable Autofill for Forms,Disabled,Non-compliant
CHR-41950,Chrome,Disable Autofill for Payment Methods,Disabled,Non-compliant
CHR-41950,Chrome,Disable Autofill Address Profile,Disabled,Non-compliant
CHR-41950,Chrome,Disable QUIC Protocol,Disabled,Non-compliant
CHR-41950,Chrome,Enable Site Isolation Mode,Enabled,Non-compliant
CHR-41950,Chrome,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
CHR-41950,Chrome,Disable Flash Player,Disabled,Non-compliant
CHR-95503,Chrome,Disable Desktop Notifications,Disabled,Non-compliant
CHR-95503,Chrome,Disable Sync Features,Disabled,Non-compliant
CHR-95503,Chrome,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
CHR-95503,Chrome,Disable Form Data Saving,Disabled,Non-compliant
CHR-59958,Chrome,Disable Password Manager,Disabled,Non-compliant
CHR-59958,Chrome,Disable Autofill for Forms,Disabled,Non-compliant
CHR-59958,Chrome,Disable Autofill for Payment Methods,Disabled,Non-compliant
CHR-59958,Chrome,Disable Background Apps after Browser Close,Disabled,Non-compliant
CHR-59958,Chrome,Disable Location Access,Blocked,Non-compliant
CHR-59958,Chrome,Enable Tracking Protection,Enabled,Non-compliant
CHR-42795,Chrome,Disable Password Reveal Button,Disabled,Non-compliant
CHR-42795,Chrome,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
CHR-42795,Chrome,Disable Camera Access,Blocked,Non-compliant
CHR-42795,Chrome,Disable Mixed Content Loading,Blocked,Non-compliant
CHR-42795,Chrome,Block URL Redirection to Unsecure Sites,Blocked (Recommended),Non-compliant
CHR-66473,Chrome,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
CHR-66473,Chrome,Block Developer Tools Usage,Disabled / Block Access,Non-compliant
CHR-66473,Chrome,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
CHR-66473,Chrome,Disable Location Access,Blocked,Non-compliant
CHR-66473,Chrome,Enable Tracking Protection,Enabled,Non-compliant
CHR-66473,Chrome,Disable Autofill Credit Card Save,Disabled,Non-compliant
CHR-52365,Chrome,Disable Autofill Address Profile,Disabled,Non-compliant
CHR-52365,Chrome,Disable Sending Browser Data to Google,Disabled,Non-compliant
CHR-52365,Chrome,Disable Form Data Saving,Disabled,Non-compliant
CHR-70940,Chrome,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
CHR-70940,Chrome,Enable Site Isolation Mode,Enabled,Non-compliant
CHR-70940,Chrome,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
CHR-70940,Chrome,Disable Media Autoplay,Disabled,Non-compliant
CHR-70940,Chrome,Disable Location Access,Blocked,Non-compliant
CHR-70940,Chrome,Disable Flash Player,Disabled,Non-compliant
CHR-70940,Chrome,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
CHR-70940,Chrome,Enable Strict Site Isolation,Enabled,Non-compliant
CHR-70940,Chrome,Block URL Redirection to Unsecure Sites,Blocked (Recommended),Non-compliant
CHR-15649,Chrome,Disable Password Manager,Disabled,Non-compliant
CHR-15649,Chrome,Disable Autofill Address Profile,Disabled,Non-compliant
CHR-15649,Chrome,Enable Site Isolation Mode,Enabled,Non-compliant
CHR-15649,Chrome,Disable Sync Features,Disabled,Non-compliant
CHR-15649,Chrome,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
CHR-15649,Chrome,Disable Mixed Content Loading,Blocked,Non-compliant
CHR-56600,Chrome,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
CHR-56600,Chrome,Block Pop-ups,Blocked,Non-compliant
CHR-56600,Chrome,Block Third-party Cookies,Blocked,Non-compliant
CHR-56600,Chrome,Disable Flash Player,Disabled,Non-compliant
CHR-40243,Chrome,Disable Background Apps after Browser Close,Disabled,Non-compliant
CHR-40243,Chrome,Disable Desktop Notifications,Disabled,Non-compliant
CHR-40243,Chrome,Enable Site Isolation Mode,Enabled,Non-compliant
CHR-40243,Chrome,Disable Location Access,Blocked,Non-compliant
CHR-40243,Chrome,Disable Flash Player,Disabled,Non-compliant
CHR-40243,Chrome,Disable Mixed Content Loading,Blocked,Non-compliant
CHR-42990,Chrome,Disable Autofill for Forms,Disabled,Non-compliant
CHR-42990,Chrome,Block Installation of Unapproved Extensions,Block All / Whitelist Specific,Non-compliant
CHR-42990,Chrome,Enforce DNS-over-HTTPS (DoH) Settings,Enforced or Disabled,Non-compliant
CHR-42990,Chrome,Disable Sync Features,Disabled,Non-compliant
CHR-42990,Chrome,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
CHR-42990,Chrome,Block URL Redirection to Unsecure Sites,Blocked (Recommended),Non-compliant
CHR-51526,Chrome,Disable Desktop Notifications,Disabled,Non-compliant
CHR-51526,Chrome,Enable Tracking Protection,Enabled,Non-compliant
CHR-51526,Chrome,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
CHR-89960,Chrome,Disable Password Manager,Disabled,Non-compliant
CHR-89960,Chrome,Disable Autofill for Forms,Disabled,Non-compliant
CHR-89960,Chrome,Disable Sync Features,Disabled,Non-compliant
CHR-89960,Chrome,Disable Saving Browsing History,Disabled (Recommended),Non-compliant
CHR-89960,Chrome,Disable Extension Install Sources Other Than Store,Whitelist only,Non-compliant
CHR-89960,Chrome,Disable Automatic Profile Switching,Disabled,Non-compliant
CHR-89960,Chrome,Block Third-party Cookies,Blocked,Non-compliant
CHR-89960,Chrome,Disable Camera Access,Blocked,Non-compliant
